Pendulum_Bob
t,x,y,v_{x},v_{y},a_{x},a_{y}
6.606600000E0,4.519854312E-1,4.341475285E-2,1.380242482E0,-4.645201230E-2,6.775209540E-1,2.356245193E0
6.639966667E0,4.985506440E-1,4.324847419E-2,1.407292926E0,3.383180703E-2,4.779283513E-1,2.411366335E0
6.673333333E0,5.458987791E-1,4.567246211E-2,1.414015566E0,1.137592788E-1,-6.626318440E-1,2.496097276E0
6.706700000E0,5.929126161E-1,5.084001006E-2,1.366096017E0,2.001392311E-1,-1.892387899E0,2.401032478E0
6.740066667E0,6.370629200E-1,5.902842014E-2,1.282060840E0,2.765933990E-1,-2.928351053E0,1.915522088E0
6.773433333E0,6.784688095E-1,6.929800955E-2,1.174542173E0,3.275830102E-1,-3.214555472E0,9.691853251E-1
6.806800000E0,7.154440343E-1,8.088912635E-2,1.061160800E0,3.430872993E-1,-3.358254171E0,4.019796645E-1
6.840166667E0,7.492836069E-1,9.219336866E-2,9.549542165E-1,3.489058635E-1,-3.565091852E0,3.471951078E-2
6.873533333E0,7.791713124E-1,1.041727776E-1,8.233797514E-1,3.501733207E-1,-4.017982837E0,-3.410618606E-1
6.906900000E0,8.042304823E-1,1.155616016E-1,6.841596631E-1,3.245657303E-1,-3.906023951E0,-1.062403087E0
6.940266667E0,8.248275672E-1,1.258321307E-1,5.618682976E-1,2.797590013E-1,-4.171923820E0,-1.633166731E0
6.973633333E0,8.417258267E-1,1.342308523E-1,4.128406005E-1,2.151778709E-1,-4.382954347E0,-1.881861191E0
7.007000000E0,8.523777966E-1,1.401916673E-1,2.591399173E-1,1.516079567E-1,-4.446473871E0,-2.113062658E0
7.040366667E0,8.590190972E-1,1.443481566E-1,1.231536099E-1,7.827369666E-2,-3.956805055E0,-2.134739316E0
7.073733333E0,8.605962475E-1,1.454151320E-1,-9.847707729E-3,3.808764000E-3,-4.162693134E0,-2.378114189E0
7.107100000E0,8.583619268E-1,1.446023281E-1,-1.484704556E-1,-7.467261452E-2,-4.531700568E0,-2.611824418E0
7.140466667E0,8.506883191E-1,1.404319795E-1,-3.152151551E-1,-1.738564459E-1,-4.909168582E0,-2.656557164E0
7.173833333E0,8.373265688E-1,1.330003080E-1,-4.777434424E-1,-2.542289015E-1,-4.277563080E0,-1.846922363E0
7.207200000E0,8.188069067E-1,1.234664375E-1,-6.036348849E-1,-2.974520621E-1,-3.950741449E0,-1.026894924E0
7.240566667E0,7.970440008E-1,1.131503403E-1,-7.327338492E-1,-3.200518467E-1,-4.569440882E0,-1.154857300E0
7.273933333E0,7.699091345E-1,1.021083109E-1,-9.107016069E-1,-3.703251578E-1,-4.600713417E0,-6.811060150E-1
7.307300000E0,7.362698469E-1,8.843730814E-2,-1.050111599E0,-3.795203644E-1,-3.622281193E0,9.629546555E-2
7.340666667E0,6.998316871E-1,7.678165192E-2,-1.143183213E0,-3.496023060E-1,-2.805426946E0,1.216995441E0
7.374033333E0,6.599814205E-1,6.510718092E-2,-1.239490391E0,-3.085989422E-1,-2.607251859E0,1.593205334E0
7.407400000E0,6.171163617E-1,5.618781585E-2,-1.318013347E0,-2.359297394E-1,-1.582993330E0,2.204378870E0
